"","value","value"
"6815","SNRPD2","Processing of Capped Intron-Containing Pre-mRNA"
"6816","SNRPD2","Metabolism of RNA"
"6817","SNRPD2","mRNA Processing"
"6818","SNRPD2","Varenicline"
"6819","KPNA2","response to cytokine"
"6820","KPNA2","lymph node"
"6821","KPNA2","Signaling events mediated by TCPTP"
"6822","KPNA2","Interferon Signaling"
"6823","KPNA2","Antiviral mechanism by IFN-stimulated genes"
"6824","KPNA2","Immune System"
"6825","KPNA2","Role of Calcineurin-dependent NFAT signaling in lymphocytes"
"6826","KPNA2","Cytokine Signaling in Immune system"
"6827","KPNA2","Regulation of cytoplasmic and nuclear SMAD2/3 signaling"
"6828","KPNA2","Varenicline"
"6829","AKR1B10","organic hydroxy compound catabolic process"
"6830","AKR1B10","pancreas"
"6831","AKR1B10","Metapathway biotransformation"
"6832","AKR1B10","Disease"
"6833","AKR1B10","Signaling Pathways"
"6834","AKR1B10","Diseases associated with visual transduction"
"6835","AKR1B10","Retinoid metabolism and transport"
"6836","AKR1B10","Varenicline"
"6837","CHMP1A","DNA conformation change"
"6838","CHMP1A","lymph node"
"6839","CHMP1A","Varenicline"
"6840","ERH","nucleoside metabolic process"
"6841","ERH","pancreas"
"6842","ERH","Varenicline"
"6843","NDUFS6","muscle contraction"
"6844","NDUFS6","liver"
"6845","NDUFS6","Metformin"
"6846","NDUFS6","Metabolism"
"6847","NDUFS6","The citric acid (TCA) cycle and respiratory electron transport"
"6848","NDUFS6","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."
"6849","NDUFS6","Oxidative phosphorylation"
"6850","NDUFS6","Electron Transport Chain"
"6851","NDUFS6","Respiratory electron transport"
"6852","NDUFS6","Varenicline"
"6853","NT5C","purine-containing compound catabolic process"
"6854","NT5C","lymph node"
"6855","NT5C","Lamivudine"
"6856","NT5C","Metabolism"
"6857","NT5C","Pyrimidine catabolism"
"6858","NT5C","Purine metabolism"
"6859","NT5C","Pyrimidine metabolism"
"6860","NT5C","Purine catabolism"
"6861","NT5C","Nucleotide metabolism"
"6862","NT5C","Varenicline"
"6863","PCBD1","regulation of protein homodimerization activity"
"6864","PCBD1","lymph node"
"6865","PCBD1","Metabolism"
"6866","PCBD1","Amino acid and derivative metabolism"
"6867","PCBD1","Phenylalanine and tyrosine catabolism"
"6868","PCBD1","Varenicline"
"6869","BANF1","nucleus organization"
"6870","BANF1","lymph node"
"6871","BANF1","Nuclear Envelope Breakdown"
"6872","BANF1","HIV Infection"
"6873","BANF1","Host Interactions of HIV factors"
"6874","BANF1","M Phase"
"6875","BANF1","Cell Cycle, Mitotic"
"6876","BANF1","HIV Life Cycle"
"6877","BANF1","Initiation of Nuclear Envelope Reformation"
"6878","BANF1","Mitotic Metaphase and Anaphase"
"6879","BANF1","2-LTR circle formation"
"6880","BANF1","Early Phase of HIV Life Cycle"
"6881","BANF1","Disease"
"6882","BANF1","Mitotic Anaphase"
"6883","BANF1","Vpr-mediated nuclear import of PICs"
"6884","BANF1","Autointegration results in viral DNA circles"
"6885","BANF1","APOBEC3G mediated resistance to HIV-1 infection"
"6886","BANF1","Clearance of Nuclear Envelope Membranes from Chromatin"
"6887","BANF1","Interactions of Vpr with host cellular proteins"
"6888","BANF1","Mitotic Prophase"
"6889","BANF1","Cell Cycle"
"6890","BANF1","Mitotic M-M/G1 phases"
"6891","BANF1","Integration of provirus"
"6892","BANF1","Varenicline"
"6893","RGS2","male gamete generation"
"6894","RGS2","lymph node"
"6895","RGS2","Gastrin-CREB signalling pathway via PKC and MAPK"
"6896","RGS2","Calcium Regulation in the Cardiac Cell"
"6897","RGS2","G alpha (q) signalling events"
"6898","RGS2","Signaling by GPCR"
"6899","RGS2","GPCR downstream signaling"
"6900","RGS2","Signaling Pathways"
"6901","RGS2","Myometrial Relaxation and Contraction Pathways"
"6902","RGS2","Varenicline"
"6903","TK1","deoxyribonucleoside monophosphate metabolic process"
"6904","TK1","lymph node"
"6905","TK1","Zidovudine"
"6906","TK1","Trifluridine"
"6907","TK1","Metabolism"
"6908","TK1","Fluoropyrimidine Activity"
"6909","TK1","E2F transcription factor network"
"6910","TK1","Validated targets of C-MYC transcriptional activation"
"6911","TK1","Pyrimidine metabolism"
"6912","TK1","Pyrimidine salvage reactions"
"6913","TK1","Nucleotide metabolism"
"6914","TK1","Varenicline"
"6915","FPGS","cofactor metabolic process"
"6916","FPGS","lymph node"
"6917","FPGS","Raltitrexed"
"6918","FPGS","Methotrexate"
"6919","FPGS","Pralatrexate"
"6920","FPGS","Defective AMN causes hereditary megaloblastic anemia 1"
"6921","FPGS","Metabolism"
"6922","FPGS","Fluoropyrimidine Activity"
"6923","FPGS","Disease"
"6924","FPGS","Metabolism of folate and pterines"
"6925","FPGS","Varenicline"
"6926","NPTX2","learning or memory"
"6927","NPTX2","lymph node"
"6928","NPTX2","Varenicline"
"6929","XRCC6","DNA conformation change"
"6930","XRCC6","lymph node"
"6931","XRCC6","HIV Infection"
"6932","XRCC6","Processing of DNA ends prior to end rejoining"
"6933","XRCC6","Nonhomologous End-joining (NHEJ)"
"6934","XRCC6","DNA-PK pathway in nonhomologous end joining"
"6935","XRCC6","Regulation of Telomerase"
"6936","XRCC6","HIV Life Cycle"
"6937","XRCC6","2-LTR circle formation"
"6938","XRCC6","Early Phase of HIV Life Cycle"
"6939","XRCC6","Immune System"
"6940","XRCC6","Disease"
"6941","XRCC6","Double-Strand Break Repair"
"6942","XRCC6","STING mediated induction of host immune responses"
"6943","XRCC6","Non-homologous end joining"
"6944","XRCC6","Coregulation of Androgen receptor activity"
"6945","XRCC6","Innate Immune System"
"6946","XRCC6","DNA Repair"
"6947","XRCC6","Signaling events mediated by HDAC Class III"
"6948","XRCC6","Cytosolic sensors of pathogen-associated DNA"
"6949","XRCC6","IRF3-mediated induction of type I IFN"
"6950","XRCC6","BARD1 signaling events"
"6951","XRCC6","Integration of provirus"
"6952","XRCC6","Varenicline"
"6953","NDUFA10","nucleoside monophosphate metabolic process"
"6954","NDUFA10","lymph node"
"6955","NDUFA10","Metformin"
"6956","NDUFA10","Metabolism"
"6957","NDUFA10","The citric acid (TCA) cycle and respiratory electron transport"
"6958","NDUFA10","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."
"6959","NDUFA10","Oxidative phosphorylation"
"6960","NDUFA10","Electron Transport Chain"
"6961","NDUFA10","Respiratory electron transport"
"6962","NDUFA10","Varenicline"
"6963","PPP2R5E","regulation of protein dephosphorylation"
"6964","PPP2R5E","lymph node"
"6965","PPP2R5E","CTLA4 inhibitory signaling"
"6966","PPP2R5E","Separation of Sister Chromatids"
"6967","PPP2R5E","Costimulation by the CD28 family"
"6968","PPP2R5E","M Phase"
"6969","PPP2R5E","Cell Cycle, Mitotic"
"6970","PPP2R5E","Glycogen Metabolism"
"6971","PPP2R5E","Mitotic Metaphase and Anaphase"
"6972","PPP2R5E","Wnt Signaling Pathway"
"6973","PPP2R5E","Platelet homeostasis"
"6974","PPP2R5E","Immune System"
"6975","PPP2R5E","Disease"
"6976","PPP2R5E","Mitotic Anaphase"
"6977","PPP2R5E","DNA Damage Response (only ATM dependent)"
"6978","PPP2R5E","AMER1 mutants destabilize the destruction complex"
"6979","PPP2R5E","Platelet sensitization by LDL"
"6980","PPP2R5E","Adaptive Immune System"
"6981","PPP2R5E","TCF dependent signaling in response to WNT"
"6982","PPP2R5E","Signaling Pathways"
"6983","PPP2R5E","Signaling by WNT in cancer"
"6984","PPP2R5E","Wnt Signaling Pathway and Pluripotency"
"6985","PPP2R5E","disassembly of the destruction complex and recruitment of AXIN to the membrane"
"6986","PPP2R5E","Mitotic Prometaphase"
"6987","PPP2R5E","RNF mutants show enhanced WNT signaling and proliferation"
"6988","PPP2R5E","Cell Cycle"
"6989","PPP2R5E","Mitotic M-M/G1 phases"
"6990","PPP2R5E","Signaling by Wnt"
"6991","PPP2R5E","Beta-catenin phosphorylation cascade"
"6992","PPP2R5E","Hemostasis"
"6993","PPP2R5E","Resolution of Sister Chromatid Cohesion"
"6994","PPP2R5E","Varenicline"
"6995","POLD4","Gap-filling DNA repair synthesis and ligation in GG-NER"
"6996","POLD4","DNA strand elongation"
"6997","POLD4","Transcription-coupled NER (TC-NER)"
"6998","POLD4","Processive synthesis on the lagging strand"
"6999","POLD4","Removal of the Flap Intermediate"
"7000","POLD4","Repair synthesis for gap-filling by DNA polymerase in TC-NER"
"7001","POLD4","Telomere Maintenance"
"7002","POLD4","Telomere C-strand (Lagging Strand) Synthesis"
"7003","POLD4","Cell Cycle, Mitotic"
"7004","POLD4","Extension of Telomeres"
"7005","POLD4","Leading Strand Synthesis"
"7006","POLD4","Base Excision Repair"
"7007","POLD4","Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)"
"7008","POLD4","Processive synthesis on the C-strand of the telomere"
"7009","POLD4","S Phase"
"7010","POLD4","Nucleotide Excision Repair"
"7011","POLD4","Removal of DNA patch containing abasic residue"
"7012","POLD4","Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)"
"7013","POLD4","Homologous recombination"
"7014","POLD4","Lagging Strand Synthesis"
"7015","POLD4","DNA Repair"
"7016","POLD4","Removal of the Flap Intermediate from the C-strand"
"7017","POLD4","Synthesis of DNA"
"7018","POLD4","Global Genomic NER (GG-NER)"
"7019","POLD4","DNA Replication"
"7020","POLD4","Cell Cycle"
"7021","POLD4","DNA Replication"
"7022","POLD4","MMR"
"7023","POLD4","Chromosome Maintenance"
"7024","POLD4","Varenicline"
"7025","SDC1","lipoprotein metabolic process"
"7026","SDC1","lymph node"
"7027","SDC1","A tetrasaccharide linker sequence is required for GAG synthesis"
"7028","SDC1","Metabolism"
"7029","SDC1","HS-GAG biosynthesis"
"7030","SDC1","Lipid and lipoprotein metabolism"
"7031","SDC1","Non-integrin membrane-ECM interactions"
"7032","SDC1","Chylomicron-mediated lipid transport"
"7033","SDC1","Metabolism of lipids and lipoproteins"
"7034","SDC1","Carbohydrate metabolism"
"7035","SDC1","Disease"
"7036","SDC1","Syndecan-1-mediated signaling events"
"7037","SDC1","Proteoglycan syndecan-mediated signaling events"
"7038","SDC1","Defective B3GAT3 causes JDSSDHD"
"7039","SDC1","Beta3 integrin cell surface interactions"
"7040","SDC1","Chondroitin sulfate/dermatan sulfate metabolism"
"7041","SDC1","HS-GAG degradation"
"7042","SDC1","Heparan sulfate/heparin (HS-GAG) metabolism"
"7043","SDC1","Signaling Pathways"
"7044","SDC1","Syndecan interactions"
"7045","SDC1","Diseases associated with visual transduction"
"7046","SDC1","Beta5 beta6 beta7 and beta8 integrin cell surface interactions"
"7047","SDC1","Retinoid metabolism and transport"
"7048","SDC1","Integrins in angiogenesis"
"7049","SDC1","Lipoprotein metabolism"
"7050","SDC1","Extracellular matrix organization"
"7051","SDC1","Varenicline"
"7052","AKR7A2","cofactor metabolic process"
"7053","AKR7A2","pancreas"
"7054","AKR7A2","Aflatoxin activation and detoxification"
"7055","AKR7A2","Metapathway biotransformation"
"7056","AKR7A2","Metabolism"
"7057","AKR7A2","Aflatoxin B1 metabolism"
"7058","AKR7A2","Biological oxidations"
"7059","AKR7A2","Varenicline"
"7060","PSMA7","Varenicline"
"7061","PSMA7","Immune System"
"7062","PSMA7","Antigen processing-Cross presentation"
"7063","PSMA7","Separation of Sister Chromatids"
"7064","PSMA7","HIV Infection"
"7065","PSMA7","B Cell Activation"
"7066","PSMA7","Autodegradation of the E3 ubiquitin ligase COP1"
"7067","PSMA7","Metabolism of mRNA"
"7068","PSMA7","Metabolism"
"7069","PSMA7","APC/C:Cdc20 mediated degradation of mitotic proteins"
"7070","PSMA7","PCP/CE pathway"
"7071","PSMA7","Cross-presentation of soluble exogenous antigens (endosomes)"
"7072","PSMA7","Host Interactions of HIV factors"
"7073","PSMA7","Class I MHC mediated antigen processing & presentation"
"7074","PSMA7","beta-catenin independent WNT signaling"
"7075","PSMA7","Gene Expression"
"7076","PSMA7","Hedgehog ligand biogenesis"
"7077","PSMA7","M Phase"
"7078","PSMA7","Cell Cycle, Mitotic"
"7079","PSMA7","Cdc20:Phospho-APC/C mediated degradation of Cyclin A"
"7080","PSMA7","degradation of AXIN"
"7081","PSMA7","Asymmetric localization of PCP proteins"
"7082","PSMA7","Regulation of activated PAK-2p34 by proteasome mediated degradation"
"7083","PSMA7","CDK-mediated phosphorylation and removal of Cdc6"
"7084","PSMA7","S Phase"
"7085","PSMA7","Vpu mediated degradation of CD4"
"7086","PSMA7","Mitotic Metaphase and Anaphase"
"7087","PSMA7","G1/S DNA Damage Checkpoints"
"7088","PSMA7","Amino acid and derivative metabolism"
"7089","PSMA7","DNA Replication Pre-Initiation"
"7090","PSMA7","Mitotic G1-G1/S phases"
"7091","PSMA7","Orc1 removal from chromatin"
"7092","PSMA7","p53-Dependent G1 DNA Damage Response"
"7093","PSMA7","APC/C:Cdc20 mediated degradation of Securin"
"7094","PSMA7","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins"
"7095","PSMA7","Hedgehog 'off' state"
"7096","PSMA7","Downstream signaling events of B Cell Receptor (BCR)"
"7097","PSMA7","Signaling by Wnt"
"7098","PSMA7","SCF(Skp2)-mediated degradation of p27/p21"
"7099","PSMA7","Mitotic M-M/G1 phases"
"7100","PSMA7","Antigen processing: Ubiquitination & Proteasome degradation"
"7101","PSMA7","Cell Cycle"
"7102","PSMA7","Regulation of ornithine decarboxylase (ODC)"
"7103","PSMA7","GLI3 is processed to GLI3R by the proteasome"
"7104","PSMA7","DNA Replication"
"7105","PSMA7","RNF mutants show enhanced WNT signaling and proliferation"
"7106","PSMA7","Synthesis of DNA"
"7107","PSMA7","ER-Phagosome pathway"
"7108","PSMA7","Regulation of mRNA stability by proteins that bind AU-rich elements"
"7109","PSMA7","CDT1 association with the CDC6:ORC:origin complex"
"7110","PSMA7","Signaling by WNT in cancer"
"7111","PSMA7","SCF-beta-TrCP mediated degradation of Emi1"
"7112","PSMA7","Removal of licensing factors from origins"
"7113","PSMA7","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1"
"7114","PSMA7","Activation of NF-kappaB in B cells"
"7115","PSMA7","Regulation of DNA replication"
"7116","PSMA7","Degradation of GLI1 by the proteasome"
"7117","PSMA7","Assembly of the pre-replicative complex"
"7118","PSMA7","Signaling Pathways"
"7119","PSMA7","Cyclin E associated events during G1/S transition"
"7120","PSMA7","Proteasome Degradation"
"7121","PSMA7","Regulation of APC/C activators between G1/S and early anaphase"
"7122","PSMA7","TCF dependent signaling in response to WNT"
"7123","PSMA7","Apoptosis"
"7124","PSMA7","Regulation of Apoptosis"
"7125","PSMA7","Adaptive Immune System"
"7126","PSMA7","Degradation of GLI2 by the proteasome"
"7127","PSMA7","Signaling by Hedgehog"
"7128","PSMA7","Vif-mediated degradation of APOBEC3G"
"7129","PSMA7","Metabolism of RNA"
"7130","PSMA7","Autodegradation of Cdh1 by Cdh1:APC/C"
"7131","PSMA7","degradation of DVL"
"7132","PSMA7","Ubiquitin-dependent degradation of Cyclin D"
"7133","PSMA7","AMER1 mutants destabilize the destruction complex"
"7134","PSMA7","Stabilization of p53"
"7135","PSMA7","Hh ligand biogenesis disease"
"7136","PSMA7","Cell Cycle Checkpoints"
"7137","PSMA7","APC/C-mediated degradation of cell cycle proteins"
"7138","PSMA7","Cyclin A:Cdk2-associated events at S phase entry"
"7139","PSMA7","Ubiquitin Mediated Degradation of Phosphorylated Cdc25A"
"7140","PSMA7","AUF1 (hnRNP D0) destabilizes mRNA"
"7141","PSMA7","Mitotic Anaphase"
"7142","PSMA7","Disease"
"7143","PSMA7","G1/S Transition"
"7144","PSMA7","lymph node"
"7145","PSMA7","immune response-regulating signaling pathway"
"7146","COPS3","embryo development ending in birth or egg hatching"
"7147","COPS3","lymph node"
"7148","COPS3","Varenicline"
"7149","EIF3I","ribonucleoprotein complex biogenesis"
"7150","EIF3I","lymph node"
"7151","EIF3I","3' -UTR-mediated translational regulation"
"7152","EIF3I","Translation Factors"
"7153","EIF3I","Ribosomal scanning and start codon recognition"
"7154","EIF3I","Gene Expression"
"7155","EIF3I","Translation initiation complex formation"
"7156","EIF3I","Formation of a pool of free 40S subunits"
"7157","EIF3I","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
"7158","EIF3I","Cap-dependent Translation Initiation"
"7159","EIF3I","Metabolism of proteins"
"7160","EIF3I","GTP hydrolysis and joining of the 60S ribosomal subunit"
"7161","EIF3I","Formation of the ternary complex, and subsequently, the 43S complex"
"7162","EIF3I","Translation"
"7163","EIF3I","Varenicline"
"7164","NUDC","organelle fission"
"7165","NUDC","lymph node"
"7166","NUDC","Lissencephaly gene (LIS1) in neuronal migration and development"
"7167","NUDC","Separation of Sister Chromatids"
"7168","NUDC","PLK1 signaling events"
"7169","NUDC","M Phase"
"7170","NUDC","Cell Cycle, Mitotic"
"7171","NUDC","Mitotic Metaphase and Anaphase"
"7172","NUDC","cell division"
"7173","NUDC","Mitotic Anaphase"
"7174","NUDC","Mitotic Prometaphase"
"7175","NUDC","Cell Cycle"
"7176","NUDC","Mitotic M-M/G1 phases"
"7177","NUDC","Resolution of Sister Chromatid Cohesion"
"7178","NUDC","Varenicline"
"7179","RPN1","glycosylation"
"7180","RPN1","lymph node"
"7181","RPN1","Gene Expression"
"7182","RPN1","SRP-dependent cotranslational protein targeting to membrane"
"7183","RPN1","Metabolism of proteins"
"7184","RPN1","Asparagine N-linked glycosylation"
"7185","RPN1","Post-translational protein modification"
"7186","RPN1","Proteasome Degradation"
"7187","RPN1","Translation"
"7188","RPN1","Varenicline"
"7189","AURKB","abscission"
"7190","AURKB","lymph node"
"7191","AURKB","Separation of Sister Chromatids"
"7192","AURKB","M Phase"
"7193","AURKB","Cell Cycle, Mitotic"
"7194","AURKB","FOXM1 transcription factor network"
"7195","AURKB","Signaling by Aurora kinases"
"7196","AURKB","Mitotic Metaphase and Anaphase"
"7197","AURKB","Mitotic Anaphase"
