Gene,Gene_ID,Relation,BiologicalProcess,BiologicalProcess_ID
POU3F2,5454,PARTICIPATES_GpBP,cerebral cortex development,GO:0021987
NDE1,54820,PARTICIPATES_GpBP,cerebral cortex development,GO:0021987
NR2F1,7025,PARTICIPATES_GpBP,cerebral cortex development,GO:0021987
PTPRS,5802,PARTICIPATES_GpBP,cerebral cortex development,GO:0021987
CDH2,1000,PARTICIPATES_GpBP,cerebral cortex development,GO:0021987
ZBTB18,10472,PARTICIPATES_GpBP,cerebral cortex development,GO:0021987
TFAP2C,7022,PARTICIPATES_GpBP,cerebral cortex development,GO:0021987
CNTNAP2,26047,PARTICIPATES_GpBP,cerebral cortex development,GO:0021987
BTBD3,22903,PARTICIPATES_GpBP,cerebral cortex development,GO:0021987
TH,7054,PARTICIPATES_GpBP,cerebral cortex development,GO:0021987
NKX2-1,7080,PARTICIPATES_GpBP,cerebral cortex development,GO:0021987
EFHC1,114327,PARTICIPATES_GpBP,cerebral cortex development,GO:0021987
FUT10,84750,PARTICIPATES_GpBP,cerebral cortex development,GO:0021987
GART,2618,PARTICIPATES_GpBP,cerebral cortex development,GO:0021987
SRD5A1,6715,PARTICIPATES_GpBP,cerebral cortex development,GO:0021987
CCDC85C,317762,PARTICIPATES_GpBP,cerebral cortex development,GO:0021987
XAB2,56949,PARTICIPATES_GpBP,cerebral cortex development,GO:0021987
TRAPPC9,83696,PARTICIPATES_GpBP,cerebral cortex development,GO:0021987
RNASEL,6041,PARTICIPATES_GpBP,positive regulation of glucose transport,GO:0010828
ADIPOR2,79602,PARTICIPATES_GpBP,positive regulation of glucose transport,GO:0010828
CREBL2,1389,PARTICIPATES_GpBP,positive regulation of glucose transport,GO:0010828
FGF21,26291,PARTICIPATES_GpBP,positive regulation of glucose transport,GO:0010828
OSBPL8,114882,PARTICIPATES_GpBP,positive regulation of glucose transport,GO:0010828
ITLN1,55600,PARTICIPATES_GpBP,positive regulation of glucose transport,GO:0010828
PRKCI,5584,PARTICIPATES_GpBP,positive regulation of glucose transport,GO:0010828
RARRES2,5919,PARTICIPATES_GpBP,positive regulation of glucose transport,GO:0010828
ARPP19,10776,PARTICIPATES_GpBP,positive regulation of glucose transport,GO:0010828
SLC1A2,6506,PARTICIPATES_GpBP,positive regulation of glucose transport,GO:0010828
CLTCL1,8218,PARTICIPATES_GpBP,positive regulation of glucose transport,GO:0010828
MARCKS,4082,PARTICIPATES_GpBP,positive regulation of glucose transport,GO:0010828
CEP290,80184,PARTICIPATES_GpBP,otic vesicle development,GO:0071599
PAX8,7849,PARTICIPATES_GpBP,otic vesicle development,GO:0071599
POR,5447,PARTICIPATES_GpBP,positive regulation of hormone metabolic process,GO:0032352
KRT14,3861,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
INA,9118,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
SYNM,23336,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
FAM83H,286077,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
KRT16,3868,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
PRPH,5630,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
GFAP,2670,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
PKP1,5317,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
KRT25,147183,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
KRT18,3875,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
PKP2,5318,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
KRT6A,3853,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
DSP,1832,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
VPS54,51542,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
ARHGEF28,64283,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
DST,667,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
DNAJB6,10049,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
CLN8,2055,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
KRT17,3872,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
DES,1674,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
ERBB2IP,55914,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
CSNK1A1,1452,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
NEFM,4741,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
BFSP2,8419,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
KRT20,54474,PARTICIPATES_GpBP,intermediate filament cytoskeleton organization,GO:0045104
LIN7B,64130,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
UNC13A,23025,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
BRSK1,84446,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SLC6A16,28968,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
APBA1,320,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SLC22A3,6581,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
LIN7C,55327,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
DDC,1644,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SLC6A1,6529,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
HSPA8,3312,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
PPFIA1,8500,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SLC6A8,6535,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SYN2,6854,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
PTPRN2,5799,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
CASK,8573,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SV2B,9899,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
PPFIA3,8541,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
NRXN3,9369,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SLC17A7,57030,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
MAOA,4128,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
DVL1,1855,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
GLS2,27165,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SLC22A1,6580,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
PDZD11,51248,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SNPH,9751,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SLC6A13,6540,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
BAIAP3,8938,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
NRXN1,9378,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SLC1A7,6512,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
BZRAP1,9256,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SCRIB,23513,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
GAD2,2572,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
KCNJ10,3766,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SLC6A12,6539,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
GLS,2744,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SLC1A3,6507,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SLC18A1,6570,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
GABRA2,2555,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
ADGRL1,22859,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SLC1A1,6505,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SLC6A6,6533,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
CACNA1B,774,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
CADPS,8618,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SV2A,9900,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SNAP25,6616,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SNAPIN,23557,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SLC6A9,6536,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
PPFIA2,8499,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SNAP29,9342,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
NRXN2,9379,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
GAD1,2571,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
STX3,6809,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
DNAJC5,80331,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SLC38A1,81539,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
SYT12,91683,PARTICIPATES_GpBP,neurotransmitter transport,GO:0006836
ACTA1,58,PARTICIPATES_GpBP,skeletal muscle fiber adaptation,GO:0043503
RNF168,165918,PARTICIPATES_GpBP,histone H2A K63-linked ubiquitination,GO:0070535
ENPEP,2028,PARTICIPATES_GpBP,multicellular organismal protein catabolic process,GO:0044254
ACE2,59272,PARTICIPATES_GpBP,multicellular organismal protein catabolic process,GO:0044254
BHMT,635,PARTICIPATES_GpBP,sulfur amino acid biosynthetic process,GO:0000097
MTHFD2L,441024,PARTICIPATES_GpBP,sulfur amino acid biosynthetic process,GO:0000097
MTHFR,4524,PARTICIPATES_GpBP,sulfur amino acid biosynthetic process,GO:0000097
CTH,1491,PARTICIPATES_GpBP,sulfur amino acid biosynthetic process,GO:0000097
MRI1,84245,PARTICIPATES_GpBP,sulfur amino acid biosynthetic process,GO:0000097
ADI1,55256,PARTICIPATES_GpBP,sulfur amino acid biosynthetic process,GO:0000097
ENOPH1,58478,PARTICIPATES_GpBP,sulfur amino acid biosynthetic process,GO:0000097
MTRR,4552,PARTICIPATES_GpBP,sulfur amino acid biosynthetic process,GO:0000097
MTR,4548,PARTICIPATES_GpBP,sulfur amino acid biosynthetic process,GO:0000097
CBS,875,PARTICIPATES_GpBP,sulfur amino acid biosynthetic process,GO:0000097
AHCY,191,PARTICIPATES_GpBP,sulfur amino acid biosynthetic process,GO:0000097
MTAP,4507,PARTICIPATES_GpBP,sulfur amino acid biosynthetic process,GO:0000097
GOT1,2805,PARTICIPATES_GpBP,sulfur amino acid biosynthetic process,GO:0000097
MTHFD1,4522,PARTICIPATES_GpBP,sulfur amino acid biosynthetic process,GO:0000097
BHMT2,23743,PARTICIPATES_GpBP,sulfur amino acid biosynthetic process,GO:0000097
CDO1,1036,PARTICIPATES_GpBP,sulfur amino acid biosynthetic process,GO:0000097
APIP,51074,PARTICIPATES_GpBP,sulfur amino acid biosynthetic process,GO:0000097
AOX1,316,PARTICIPATES_GpBP,xanthine catabolic process,GO:0009115
XDH,7498,PARTICIPATES_GpBP,xanthine catabolic process,GO:0009115
RYR1,6261,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MYH8,4626,PARTICIPATES_GpBP,muscle contraction,GO:0006936
NEB,4703,PARTICIPATES_GpBP,muscle contraction,GO:0006936
SCN1B,6324,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MYH4,4622,PARTICIPATES_GpBP,muscle contraction,GO:0006936
LMOD1,25802,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MYL12A,10627,PARTICIPATES_GpBP,muscle contraction,GO:0006936
TNNT3,7140,PARTICIPATES_GpBP,muscle contraction,GO:0006936
VCL,7414,PARTICIPATES_GpBP,muscle contraction,GO:0006936
ARG2,384,PARTICIPATES_GpBP,muscle contraction,GO:0006936
HTR7,3363,PARTICIPATES_GpBP,muscle contraction,GO:0006936
GAA,2548,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MYL1,4632,PARTICIPATES_GpBP,muscle contraction,GO:0006936
ALDOA,226,PARTICIPATES_GpBP,muscle contraction,GO:0006936
SULF1,23213,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MYL3,4634,PARTICIPATES_GpBP,muscle contraction,GO:0006936
UTRN,7402,PARTICIPATES_GpBP,muscle contraction,GO:0006936
ACTA2,59,PARTICIPATES_GpBP,muscle contraction,GO:0006936
NUP155,9631,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MYH14,79784,PARTICIPATES_GpBP,muscle contraction,GO:0006936
LTB4R,1241,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MYL7,58498,PARTICIPATES_GpBP,muscle contraction,GO:0006936
CHRNB1,1140,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MYL4,4635,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MB,4151,PARTICIPATES_GpBP,muscle contraction,GO:0006936
STBD1,8987,PARTICIPATES_GpBP,muscle contraction,GO:0006936
DTNA,1837,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MYH11,4629,PARTICIPATES_GpBP,muscle contraction,GO:0006936
DMPK,1760,PARTICIPATES_GpBP,muscle contraction,GO:0006936
ADRA1A,148,PARTICIPATES_GpBP,muscle contraction,GO:0006936
SORBS3,10174,PARTICIPATES_GpBP,muscle contraction,GO:0006936
TPM1,7168,PARTICIPATES_GpBP,muscle contraction,GO:0006936
CSRP3,8048,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MYH7,4625,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MYBPC1,4604,PARTICIPATES_GpBP,muscle contraction,GO:0006936
STAC3,246329,PARTICIPATES_GpBP,muscle contraction,GO:0006936
HOMER1,9456,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MYLK,4638,PARTICIPATES_GpBP,muscle contraction,GO:0006936
NDUFS6,4726,PARTICIPATES_GpBP,muscle contraction,GO:0006936
CXCR4,7852,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MYL12B,103910,PARTICIPATES_GpBP,muscle contraction,GO:0006936
KCNA5,3741,PARTICIPATES_GpBP,muscle contraction,GO:0006936
KCNJ2,3759,PARTICIPATES_GpBP,muscle contraction,GO:0006936
TPM3,7170,PARTICIPATES_GpBP,muscle contraction,GO:0006936
COL4A3BP,10087,PARTICIPATES_GpBP,muscle contraction,GO:0006936
TPM2,7169,PARTICIPATES_GpBP,muscle contraction,GO:0006936
SULF2,55959,PARTICIPATES_GpBP,muscle contraction,GO:0006936
ITGA1,3672,PARTICIPATES_GpBP,muscle contraction,GO:0006936
CKMT2,1160,PARTICIPATES_GpBP,muscle contraction,GO:0006936
SCN3B,55800,PARTICIPATES_GpBP,muscle contraction,GO:0006936
SNTA1,6640,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MYH13,8735,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MYL6B,140465,PARTICIPATES_GpBP,muscle contraction,GO:0006936
FGF12,2257,PARTICIPATES_GpBP,muscle contraction,GO:0006936
PABPN1,8106,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MYL5,4636,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MYOF,26509,PARTICIPATES_GpBP,muscle contraction,GO:0006936
TNNT2,7139,PARTICIPATES_GpBP,muscle contraction,GO:0006936
TNNC2,7125,PARTICIPATES_GpBP,muscle contraction,GO:0006936
HSBP1,3281,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MYOT,9499,PARTICIPATES_GpBP,muscle contraction,GO:0006936
VIPR1,7433,PARTICIPATES_GpBP,muscle contraction,GO:0006936
SRSF1,6426,PARTICIPATES_GpBP,muscle contraction,GO:0006936
GNAO1,2775,PARTICIPATES_GpBP,muscle contraction,GO:0006936
ANXA6,309,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MYOM1,8736,PARTICIPATES_GpBP,muscle contraction,GO:0006936
BDKRB2,624,PARTICIPATES_GpBP,muscle contraction,GO:0006936
NPY1R,4886,PARTICIPATES_GpBP,muscle contraction,GO:0006936
CHRNB2,1141,PARTICIPATES_GpBP,muscle contraction,GO:0006936
PPP1R13L,10848,PARTICIPATES_GpBP,muscle contraction,GO:0006936
TNNT1,7138,PARTICIPATES_GpBP,muscle contraction,GO:0006936
SLMAP,7871,PARTICIPATES_GpBP,muscle contraction,GO:0006936
SGCA,6442,PARTICIPATES_GpBP,muscle contraction,GO:0006936
ACTG2,72,PARTICIPATES_GpBP,muscle contraction,GO:0006936
SMTN,6525,PARTICIPATES_GpBP,muscle contraction,GO:0006936
CALD1,800,PARTICIPATES_GpBP,muscle contraction,GO:0006936
KCNMA1,3778,PARTICIPATES_GpBP,muscle contraction,GO:0006936
ARHGEF11,9826,PARTICIPATES_GpBP,muscle contraction,GO:0006936
TPM4,7171,PARTICIPATES_GpBP,muscle contraction,GO:0006936
TNNC1,7134,PARTICIPATES_GpBP,muscle contraction,GO:0006936
ACTC1,70,PARTICIPATES_GpBP,muscle contraction,GO:0006936
TMOD1,7111,PARTICIPATES_GpBP,muscle contraction,GO:0006936
TNNI1,7135,PARTICIPATES_GpBP,muscle contraction,GO:0006936
TPCN2,219931,PARTICIPATES_GpBP,muscle contraction,GO:0006936
JSRP1,126306,PARTICIPATES_GpBP,muscle contraction,GO:0006936
KCNH2,3757,PARTICIPATES_GpBP,muscle contraction,GO:0006936
DYSF,8291,PARTICIPATES_GpBP,muscle contraction,GO:0006936
FXYD1,5348,PARTICIPATES_GpBP,muscle contraction,GO:0006936
TMOD2,29767,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MYL9,10398,PARTICIPATES_GpBP,muscle contraction,GO:0006936
KCNIP2,30819,PARTICIPATES_GpBP,muscle contraction,GO:0006936
KCNQ1,3784,PARTICIPATES_GpBP,muscle contraction,GO:0006936
GJC1,10052,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MYL2,4633,PARTICIPATES_GpBP,muscle contraction,GO:0006936
TMOD3,29766,PARTICIPATES_GpBP,muscle contraction,GO:0006936
ADRBK1,156,PARTICIPATES_GpBP,muscle contraction,GO:0006936
KNG1,3827,PARTICIPATES_GpBP,muscle contraction,GO:0006936
MYL6,4637,PARTICIPATES_GpBP,muscle contraction,GO:0006936
KLHL41,10324,PARTICIPATES_GpBP,muscle contraction,GO:0006936
CCDC78,124093,PARTICIPATES_GpBP,muscle contraction,GO:0006936
EEF2,1938,PARTICIPATES_GpBP,muscle contraction,GO:0006936
RCSD1,92241,PARTICIPATES_GpBP,muscle contraction,GO:0006936
SCN4B,6330,PARTICIPATES_GpBP,muscle contraction,GO:0006936
DLG1,1739,PARTICIPATES_GpBP,muscle contraction,GO:0006936
SMPX,23676,PARTICIPATES_GpBP,muscle contraction,GO:0006936
SNTB1,6641,PARTICIPATES_GpBP,muscle contraction,GO:0006936
SCN7A,6332,PARTICIPATES_GpBP,muscle contraction,GO:0006936
SSPN,8082,PARTICIPATES_GpBP,muscle contraction,GO:0006936
CDC42EP2,10435,PARTICIPATES_GpBP,regulation of pseudopodium assembly,GO:0031272
CDC42EP3,10602,PARTICIPATES_GpBP,regulation of pseudopodium assembly,GO:0031272
CDC42EP5,148170,PARTICIPATES_GpBP,regulation of pseudopodium assembly,GO:0031272
C15orf62,643338,PARTICIPATES_GpBP,regulation of pseudopodium assembly,GO:0031272
CDC42EP4,23580,PARTICIPATES_GpBP,regulation of pseudopodium assembly,GO:0031272
CDC42EP1,11135,PARTICIPATES_GpBP,regulation of pseudopodium assembly,GO:0031272
SETMAR,6419,PARTICIPATES_GpBP,positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity,GO:2000373
HNRNPU,3192,PARTICIPATES_GpBP,positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity,GO:2000373
PCK1,5105,PARTICIPATES_GpBP,cellular response to potassium ion starvation,GO:0051365
SLC38A3,10991,PARTICIPATES_GpBP,cellular response to potassium ion starvation,GO:0051365
SIX4,51804,PARTICIPATES_GpBP,olfactory placode development,GO:0071698
NQO1,1728,PARTICIPATES_GpBP,response to superoxide,GO:0000303
GLRX2,51022,PARTICIPATES_GpBP,response to superoxide,GO:0000303
UCP3,7352,PARTICIPATES_GpBP,response to superoxide,GO:0000303
PRDX2,7001,PARTICIPATES_GpBP,response to superoxide,GO:0000303
UCP2,7351,PARTICIPATES_GpBP,response to superoxide,GO:0000303
PRDX1,5052,PARTICIPATES_GpBP,response to superoxide,GO:0000303
ADPRHL2,54936,PARTICIPATES_GpBP,response to superoxide,GO:0000303
MPO,4353,PARTICIPATES_GpBP,response to superoxide,GO:0000303
FANCC,2176,PARTICIPATES_GpBP,response to superoxide,GO:0000303
SOD3,6649,PARTICIPATES_GpBP,response to superoxide,GO:0000303
GMPPA,29926,PARTICIPATES_GpBP,nucleotide-sugar biosynthetic process,GO:0009226
GFPT2,9945,PARTICIPATES_GpBP,nucleotide-sugar biosynthetic process,GO:0009226
GNPNAT1,64841,PARTICIPATES_GpBP,nucleotide-sugar biosynthetic process,GO:0009226
TSTA3,7264,PARTICIPATES_GpBP,nucleotide-sugar biosynthetic process,GO:0009226
SLC35D1,23169,PARTICIPATES_GpBP,nucleotide-sugar biosynthetic process,GO:0009226
UAP1,6675,PARTICIPATES_GpBP,nucleotide-sugar biosynthetic process,GO:0009226
PMM2,5373,PARTICIPATES_GpBP,nucleotide-sugar biosynthetic process,GO:0009226
UXS1,80146,PARTICIPATES_GpBP,nucleotide-sugar biosynthetic process,GO:0009226
MPI,4351,PARTICIPATES_GpBP,nucleotide-sugar biosynthetic process,GO:0009226
GMPPB,29925,PARTICIPATES_GpBP,nucleotide-sugar biosynthetic process,GO:0009226
UGP2,7360,PARTICIPATES_GpBP,nucleotide-sugar biosynthetic process,GO:0009226
UAP1L1,91373,PARTICIPATES_GpBP,nucleotide-sugar biosynthetic process,GO:0009226
PMM1,5372,PARTICIPATES_GpBP,nucleotide-sugar biosynthetic process,GO:0009226
GFPT1,2673,PARTICIPATES_GpBP,nucleotide-sugar biosynthetic process,GO:0009226
