Gene,Gene_ID,Relation,Pathway,Pathway_ID
EXOC2,55770,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
SGK1,6446,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
CBL,867,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
RASA1,5921,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
EXOC1,55763,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
TRIP10,9322,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
PARD6A,50855,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
EXOC7,23265,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
EXOC3,11336,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
GRB10,2887,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
EXOC4,60412,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
SORBS1,10580,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
INSR,3643,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
PTPN1,5770,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
PRKCI,5584,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
EIF4EBP1,1978,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
DOK1,1796,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
RAPGEF1,2889,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
INS,3630,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
EXOC5,10640,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
NCK2,8440,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
NCK1,4690,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
PRKCZ,5590,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
PTPRA,5786,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
EXOC6,54536,PARTICIPATES_GpPW,Insulin Pathway,PC7_4745
ROR2,4920,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
GLI3,2737,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
SOCS2,8835,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
RAB8B,51762,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
GLB1,2720,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
LDB2,9079,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
MECP2,4204,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
ARHGAP10,79658,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
CCL2,6347,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
NLGN1,22871,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
PTPRB,5787,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
TCF3,6929,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
TFAP2C,7022,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
NUMA1,4926,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
RGMA,56963,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
NARS2,79731,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
TRPM2,7226,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
BCAS3,54828,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
TRIM33,51592,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
TSKU,25987,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
AHI1,54806,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
FOXL1,2300,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
ELOVL4,6785,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
SERPINB6,5269,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
ZBTB2,57621,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
PHF8,23133,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
SPRY2,10253,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
C1GALT1,56913,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
SMURF1,57154,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
HMGB2,3148,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
POU2F2,5452,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
TBL1X,6907,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
MAFB,9935,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
ANKS1B,56899,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
BAZ1A,11177,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
BCOR,54880,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
JAKMIP1,152789,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
GRAMD1B,57476,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
UBTF,7343,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
OGT,8473,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
PLXNA2,5362,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
BOC,91653,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
CCDC130,81576,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
CDH6,1004,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
PAN2,9924,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
STC1,6781,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
FHL2,2274,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
SOX2,6657,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
PGM1,5236,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
HDAC6,10013,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
ST8SIA4,7903,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
CDON,50937,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
SNCA,6622,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
ABCC4,10257,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
NF2,4771,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
PIM1,5292,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
KCNK10,54207,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
SDCBP,6386,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
MZF1,7593,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
DMD,1756,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
STX16,8675,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
SGSM3,27352,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
ZFHX4,79776,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
TNFRSF11B,4982,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
HDAC10,83933,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
RRBP1,6238,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
KIAA1161,57462,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
KRT6A,3853,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
KIFC3,3801,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
TTC14,151613,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
NR2F2,7026,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
TOX3,27324,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
TSC22D1,8848,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
CCDC88C,440193,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
TCF7L1,83439,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
FOXA2,3170,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
EDA2R,60401,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
SORCS1,114815,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
NFATC1,4772,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
CELSR2,1952,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
LY6E,4061,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
ZBTB7B,51043,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
ASTN1,460,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
PTPN13,5783,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
RHPN1,114822,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
PPFIBP2,8495,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
GAS2L1,10634,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
ZNF219,51222,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
PAX6,5080,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
MKS1,54903,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
PLCXD3,345557,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
ELOVL2,54898,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
ARHGAP15,55843,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
PI4KA,5297,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
PODXL,5420,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
ZBTB16,7704,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
JUP,3728,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
WDR44,54521,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
GREB1,9687,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
RIT1,6016,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
PRKAG2,51422,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
EDA,1896,PARTICIPATES_GpPW,Ectoderm Differentiation,WP2858_r83015
KCNMB3,27094,PARTICIPATES_GpPW,cGMP effects,PC7_11143
PDE1A,5136,PARTICIPATES_GpPW,cGMP effects,PC7_11143
PRKG2,5593,PARTICIPATES_GpPW,cGMP effects,PC7_11143
PDE3B,5140,PARTICIPATES_GpPW,cGMP effects,PC7_11143
PDE11A,50940,PARTICIPATES_GpPW,cGMP effects,PC7_11143
PDE9A,5152,PARTICIPATES_GpPW,cGMP effects,PC7_11143
KCNMB1,3779,PARTICIPATES_GpPW,cGMP effects,PC7_11143
MRVI1,10335,PARTICIPATES_GpPW,cGMP effects,PC7_11143
KCNMB4,27345,PARTICIPATES_GpPW,cGMP effects,PC7_11143
PDE3A,5139,PARTICIPATES_GpPW,cGMP effects,PC7_11143
PDE1B,5153,PARTICIPATES_GpPW,cGMP effects,PC7_11143
PDE5A,8654,PARTICIPATES_GpPW,cGMP effects,PC7_11143
ITPR1,3708,PARTICIPATES_GpPW,cGMP effects,PC7_11143
PDE10A,10846,PARTICIPATES_GpPW,cGMP effects,PC7_11143
KCNMA1,3778,PARTICIPATES_GpPW,cGMP effects,PC7_11143
PDE2A,5138,PARTICIPATES_GpPW,cGMP effects,PC7_11143
PRKG1,5592,PARTICIPATES_GpPW,cGMP effects,PC7_11143
AP2A2,161,PARTICIPATES_GpPW,Retrograde neurotrophin signalling,PC7_6950
AP2B1,163,PARTICIPATES_GpPW,Retrograde neurotrophin signalling,PC7_6950
DNM3,26052,PARTICIPATES_GpPW,Retrograde neurotrophin signalling,PC7_6950
DNM1,1759,PARTICIPATES_GpPW,Retrograde neurotrophin signalling,PC7_6950
AP2S1,1175,PARTICIPATES_GpPW,Retrograde neurotrophin signalling,PC7_6950
DNAL4,10126,PARTICIPATES_GpPW,Retrograde neurotrophin signalling,PC7_6950
AP2A1,160,PARTICIPATES_GpPW,Retrograde neurotrophin signalling,PC7_6950
NGF,4803,PARTICIPATES_GpPW,Retrograde neurotrophin signalling,PC7_6950
AP2M1,1173,PARTICIPATES_GpPW,Retrograde neurotrophin signalling,PC7_6950
DNM2,1785,PARTICIPATES_GpPW,Retrograde neurotrophin signalling,PC7_6950
CLTA,1211,PARTICIPATES_GpPW,Retrograde neurotrophin signalling,PC7_6950
RAP1B,5908,PARTICIPATES_GpPW,GRB2:SOS provides linkage to MAPK signaling for Integrins,PC7_4063
RAP1A,5906,PARTICIPATES_GpPW,GRB2:SOS provides linkage to MAPK signaling for Integrins,PC7_4063
ITGA2B,3674,PARTICIPATES_GpPW,GRB2:SOS provides linkage to MAPK signaling for Integrins,PC7_4063
APBB1IP,54518,PARTICIPATES_GpPW,GRB2:SOS provides linkage to MAPK signaling for Integrins,PC7_4063
PTK2,5747,PARTICIPATES_GpPW,GRB2:SOS provides linkage to MAPK signaling for Integrins,PC7_4063
VWF,7450,PARTICIPATES_GpPW,GRB2:SOS provides linkage to MAPK signaling for Integrins,PC7_4063
TLN1,7094,PARTICIPATES_GpPW,GRB2:SOS provides linkage to MAPK signaling for Integrins,PC7_4063
KDR,3791,PARTICIPATES_GpPW,Angiogenesis,WP1539_r79949
TIMP3,7078,PARTICIPATES_GpPW,Angiogenesis,WP1539_r79949
TIMP2,7077,PARTICIPATES_GpPW,Angiogenesis,WP1539_r79949
VEGFA,7422,PARTICIPATES_GpPW,Angiogenesis,WP1539_r79949
HIF1A,3091,PARTICIPATES_GpPW,Angiogenesis,WP1539_r79949
NOS3,4846,PARTICIPATES_GpPW,Angiogenesis,WP1539_r79949
FLT1,2321,PARTICIPATES_GpPW,Angiogenesis,WP1539_r79949
CYP4A11,1579,PARTICIPATES_GpPW,Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),PC7_7726
CYP2C19,1557,PARTICIPATES_GpPW,Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),PC7_7726
CYP4F2,8529,PARTICIPATES_GpPW,Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),PC7_7726
CYP2C8,1558,PARTICIPATES_GpPW,Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),PC7_7726
CYP2U1,113612,PARTICIPATES_GpPW,Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),PC7_7726
CYP2C9,1559,PARTICIPATES_GpPW,Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),PC7_7726
PSMD3,5709,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMD4,5710,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMC2,5701,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMA4,5685,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
ADCY5,111,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMD2,5708,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMF1,9491,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
FUZ,80199,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMB6,5694,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMB8,5696,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMA7,5688,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
IFT172,26160,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
ADCY2,108,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMD10,5716,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMD11,5717,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
CUL1,8454,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSME2,5721,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
ADCY9,115,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
WDR35,57539,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
UBA52,7311,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMD1,5707,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
UBB,7314,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMD13,5719,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
ITCH,83737,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMB10,5699,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
ADCY1,107,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMA2,5683,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
RPS27A,6233,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSME4,23198,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
SKP1,6500,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
GLI2,2736,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMB1,5689,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMB5,5693,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
ADCY7,113,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMB3,5691,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMC5,5705,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMA3,5684,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
TULP3,7289,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
WDR19,57728,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
IFT57,55081,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMB2,5690,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMD12,5718,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMD8,5714,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMC4,5704,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
IFT140,9742,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMC6,5706,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMA1,5682,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
IFT122,55764,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMB7,5695,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMD14,10213,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
UBC,7316,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
OFD1,8481,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSME3,10197,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
TTC21B,79809,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMA6,5687,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
GLI1,2735,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
GPR161,23432,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMD9,5715,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMD6,9861,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
IFT52,51098,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
KIF7,374654,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMD5,5711,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMA5,5686,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
ADCY6,112,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
DYNC2H1,79659,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
IFT88,8100,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
ADCY3,109,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
ADCY4,196883,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSME1,5720,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMB4,5692,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMC1,5700,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMD7,5713,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
SUFU,51684,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
PSMC3,5702,PARTICIPATES_GpPW,Hedgehog 'off' state,PC7_4438
SOCS1,8651,PARTICIPATES_GpPW,Growth hormone receptor signaling,PC7_4306
STAT5A,6776,PARTICIPATES_GpPW,Growth hormone receptor signaling,PC7_4306
PRLR,5618,PARTICIPATES_GpPW,Growth hormone receptor signaling,PC7_4306
GHR,2690,PARTICIPATES_GpPW,Growth hormone receptor signaling,PC7_4306
ADAM17,6868,PARTICIPATES_GpPW,Growth hormone receptor signaling,PC7_4306
CISH,1154,PARTICIPATES_GpPW,Growth hormone receptor signaling,PC7_4306
STAT5B,6777,PARTICIPATES_GpPW,Growth hormone receptor signaling,PC7_4306
SOCS3,9021,PARTICIPATES_GpPW,Growth hormone receptor signaling,PC7_4306
APOA1,335,PARTICIPATES_GpPW,Hemostasis,PC7_4449
PLCG2,5336,PARTICIPATES_GpPW,Hemostasis,PC7_4449
RHOB,388,PARTICIPATES_GpPW,Hemostasis,PC7_4449
RAPGEF4,11069,PARTICIPATES_GpPW,Hemostasis,PC7_4449
ATP2A3,489,PARTICIPATES_GpPW,Hemostasis,PC7_4449
RAC2,5880,PARTICIPATES_GpPW,Hemostasis,PC7_4449
ADRA2C,152,PARTICIPATES_GpPW,Hemostasis,PC7_4449
SOD1,6647,PARTICIPATES_GpPW,Hemostasis,PC7_4449
STX4,6810,PARTICIPATES_GpPW,Hemostasis,PC7_4449
F13B,2165,PARTICIPATES_GpPW,Hemostasis,PC7_4449
ATP2B2,491,PARTICIPATES_GpPW,Hemostasis,PC7_4449
SERPINC1,462,PARTICIPATES_GpPW,Hemostasis,PC7_4449
IL5RA,3568,PARTICIPATES_GpPW,Hemostasis,PC7_4449
ANXA2,302,PARTICIPATES_GpPW,Hemostasis,PC7_4449
CSK,1445,PARTICIPATES_GpPW,Hemostasis,PC7_4449
ITPR3,3710,PARTICIPATES_GpPW,Hemostasis,PC7_4449
FGR,2268,PARTICIPATES_GpPW,Hemostasis,PC7_4449
TUBA4A,7277,PARTICIPATES_GpPW,Hemostasis,PC7_4449
PPBP,5473,PARTICIPATES_GpPW,Hemostasis,PC7_4449
IL5,3567,PARTICIPATES_GpPW,Hemostasis,PC7_4449
CSF2RB,1439,PARTICIPATES_GpPW,Hemostasis,PC7_4449
FLNA,2316,PARTICIPATES_GpPW,Hemostasis,PC7_4449
SERPING1,710,PARTICIPATES_GpPW,Hemostasis,PC7_4449
SERPINA1,5265,PARTICIPATES_GpPW,Hemostasis,PC7_4449
IL3,3562,PARTICIPATES_GpPW,Hemostasis,PC7_4449
LRP8,7804,PARTICIPATES_GpPW,Hemostasis,PC7_4449
DAGLB,221955,PARTICIPATES_GpPW,Hemostasis,PC7_4449
KNG1,3827,PARTICIPATES_GpPW,Hemostasis,PC7_4449
HABP4,22927,PARTICIPATES_GpPW,Hemostasis,PC7_4449
DGKA,1606,PARTICIPATES_GpPW,Hemostasis,PC7_4449
APP,351,PARTICIPATES_GpPW,Hemostasis,PC7_4449
ORAI1,84876,PARTICIPATES_GpPW,Hemostasis,PC7_4449
SERPINB8,5271,PARTICIPATES_GpPW,Hemostasis,PC7_4449
GAB2,9846,PARTICIPATES_GpPW,Hemostasis,PC7_4449
GNAI3,2773,PARTICIPATES_GpPW,Hemostasis,PC7_4449
PRCP,5547,PARTICIPATES_GpPW,Hemostasis,PC7_4449
MMRN1,22915,PARTICIPATES_GpPW,Hemostasis,PC7_4449
GP1BA,2811,PARTICIPATES_GpPW,Hemostasis,PC7_4449
HRG,3273,PARTICIPATES_GpPW,Hemostasis,PC7_4449
ARRB1,408,PARTICIPATES_GpPW,Hemostasis,PC7_4449
TFPI,7035,PARTICIPATES_GpPW,Hemostasis,PC7_4449
PPP2R5B,5526,PARTICIPATES_GpPW,Hemostasis,PC7_4449
CALU,813,PARTICIPATES_GpPW,Hemostasis,PC7_4449
F13A1,2162,PARTICIPATES_GpPW,Hemostasis,PC7_4449
LCP2,3937,PARTICIPATES_GpPW,Hemostasis,PC7_4449
CD36,948,PARTICIPATES_GpPW,Hemostasis,PC7_4449
PIK3R5,23533,PARTICIPATES_GpPW,Hemostasis,PC7_4449
DGKZ,8525,PARTICIPATES_GpPW,Hemostasis,PC7_4449
THPO,7066,PARTICIPATES_GpPW,Hemostasis,PC7_4449
SERPINA5,5104,PARTICIPATES_GpPW,Hemostasis,PC7_4449
GNAI1,2770,PARTICIPATES_GpPW,Hemostasis,PC7_4449
ARRB2,409,PARTICIPATES_GpPW,Hemostasis,PC7_4449
PLEK,5341,PARTICIPATES_GpPW,Hemostasis,PC7_4449
ADRA2A,150,PARTICIPATES_GpPW,Hemostasis,PC7_4449
F11,2160,PARTICIPATES_GpPW,Hemostasis,PC7_4449
RASGRP2,10235,PARTICIPATES_GpPW,Hemostasis,PC7_4449
F12,2161,PARTICIPATES_GpPW,Hemostasis,PC7_4449
YWHAZ,7534,PARTICIPATES_GpPW,Hemostasis,PC7_4449
GUCY1B3,2983,PARTICIPATES_GpPW,Hemostasis,PC7_4449
A2M,2,PARTICIPATES_GpPW,Hemostasis,PC7_4449
ATP2B4,493,PARTICIPATES_GpPW,Hemostasis,PC7_4449
SERPIND1,3053,PARTICIPATES_GpPW,Hemostasis,PC7_4449
CD63,967,PARTICIPATES_GpPW,Hemostasis,PC7_4449
PPP2CB,5516,PARTICIPATES_GpPW,Hemostasis,PC7_4449
KLKB1,3818,PARTICIPATES_GpPW,Hemostasis,PC7_4449
LAMP2,3920,PARTICIPATES_GpPW,Hemostasis,PC7_4449
IL3RA,3563,PARTICIPATES_GpPW,Hemostasis,PC7_4449
STIM1,6786,PARTICIPATES_GpPW,Hemostasis,PC7_4449
TIMP1,7076,PARTICIPATES_GpPW,Hemostasis,PC7_4449
IGF2,3481,PARTICIPATES_GpPW,Hemostasis,PC7_4449
VAV2,7410,PARTICIPATES_GpPW,Hemostasis,PC7_4449
PTGIR,5739,PARTICIPATES_GpPW,Hemostasis,PC7_4449
JAK3,3718,PARTICIPATES_GpPW,Hemostasis,PC7_4449
RASGRP1,10125,PARTICIPATES_GpPW,Hemostasis,PC7_4449
DGKD,8527,PARTICIPATES_GpPW,Hemostasis,PC7_4449
ACTN2,88,PARTICIPATES_GpPW,Hemostasis,PC7_4449
ATP2B1,490,PARTICIPATES_GpPW,Hemostasis,PC7_4449
DGKQ,1609,PARTICIPATES_GpPW,Hemostasis,PC7_4449
RHOG,391,PARTICIPATES_GpPW,Hemostasis,PC7_4449
GP1BB,2812,PARTICIPATES_GpPW,Hemostasis,PC7_4449
